#NAME	GSM442218	GSM442219	GSM442220	GSM442221
#CLASS	absent	absent	present	present
1553102_a_at	293.2	318.5	286.3	301.2
1553103_at	209.6	214.4	230.8	262.2
1553105_s_at	4.1	1.4	57.0	59.0
1553106_at	36.0	35.5	41.4	37.3
1553107_s_at	43.8	40.9	42.7	37.2
1553108_at	33.5	29.0	21.3	32.1
1553111_a_at	20.7	29.5	29.2	32.3
1553112_s_at	118.0	127.0	118.5	114.6
1553113_s_at	117.6	131.7	114.1	111.6
1553114_a_at	15.8	9.3	47.3	4.9
1553115_at	4.4	8.0	20.6	6.3
1553117_a_at	398.7	378.8	152.5	149.0
1553118_at	389.8	306.5	67.8	94.2
1553120_at	27.4	24.0	26.0	21.6
1553122_s_at	15.9	28.8	16.6	21.3
1553123_at	2.4	7.6	20.9	2.8
1553125_x_at	15.5	17.9	10.0	12.1
1553126_a_at	0.7	0.4	1.2	0.8
1553127_a_at	6.0	10.9	8.0	13.0
1553129_at	10.3	0.7	3.7	0.4
1553130_at	12.3	2.4	30.5	33.5
1553131_a_at	2.9	7.9	15.5	3.9
1553132_a_at	458.4	556.2	61.1	61.2
1553133_at	36.7	22.9	60.0	36.5
1553134_s_at	0.7	3.0	15.2	10.8
1553136_at	28.7	11.2	17.1	15.4
1553137_s_at	23.0	31.5	58.0	62.6
1553138_a_at	23.7	14.2	32.3	32.5
1553139_s_at	55.5	55.3	47.8	42.9
1553140_at	13.7	4.8	3.9	0.7
1553141_at	12.1	10.9	2.2	0.5
1553142_at	6.2	4.0	0.5	6.4
1553145_at	20.2	12.1	10.4	19.7
1553146_at	4.9	1.7	12.4	3.2
1553147_at	8.0	6.4	2.1	1.0
1553148_a_at	12.0	30.8	22.7	32.2
1553150_at	35.7	23.5	109.2	81.3
1553151_at	8.7	1.8	0.8	7.0
1553153_at	14.6	21.3	14.6	26.0
1553155_x_at	6.7	17.9	13.8	16.2
1553156_at	2.0	3.2	3.9	2.8
1553157_at	10.6	13.4	9.0	11.4
1553158_at	120.9	105.9	119.1	118.6
1553159_at	2.8	18.5	12.5	7.0
1553162_x_at	87.8	78.6	68.2	85.0
1553163_at	15.2	4.6	4.9	13.3
1553165_at	39.5	39.3	19.1	20.7
1553166_at	9.8	25.2	5.2	19.9
1553167_a_at	70.0	68.5	84.7	72.6
1553168_at	3.5	13.4	12.7	2.2
1553169_at	1.6	7.7	2.4	2.0
1553171_x_at	0.7	9.5	6.5	19.6
1553172_at	80.6	108.2	86.8	74.5
1553174_at	1.8	13.4	17.3	7.0
1553175_s_at	4.4	10.9	8.0	7.8
1553176_at	10.2	8.6	9.0	9.3
1553177_at	8.7	10.8	6.3	5.3
1553178_a_at	18.2	6.2	28.5	22.8
1553179_at	1.1	1.2	7.8	14.0
1553180_at	0.2	5.6	0.6	5.5
1553181_at	22.8	18.4	22.0	18.6
1553183_at	1.3	0.4	5.1	9.6
1553185_at	156.4	69.4	67.5	149.0
1553186_x_at	68.9	59.4	84.1	99.2
1553188_s_at	0.8	0.9	0.6	0.6
1553190_s_at	17.2	20.1	19.8	16.4
1553191_at	1.3	0.6	3.6	2.0
1553192_at	21.2	17.0	6.9	17.6
1553193_at	22.3	20.4	12.8	14.9
1553194_at	0.6	6.4	5.4	3.9
1553196_a_at	1.1	3.1	0.9	2.1
1553197_at	1.2	0.9	3.8	4.7
1553199_at	0.9	5.7	1.6	3.3
1553202_at	6.3	13.0	1.5	0.3
1553204_at	8.8	18.7	12.9	13.2
1553205_at	55.5	28.8	52.4	23.8
1553207_at	10.6	15.4	24.1	13.2
1553208_s_at	5.7	0.6	8.9	8.2
1553209_at	9.6	5.2	21.2	20.7
1553211_at	1.2	1.7	1.4	1.1
1553212_at	14.1	13.6	14.9	15.7
1553213_a_at	1.8	0.6	6.7	2.0
1553214_a_at	8.1	3.7	0.3	8.1
1553215_s_at	12.7	2.5	9.0	3.5
1553216_at	36.8	35.0	32.3	43.2
1553217_s_at	19.8	41.9	47.7	24.8
1553218_a_at	200.1	192.1	199.4	174.7
1553219_a_at	28.8	31.8	29.5	32.6
1553220_at	20.4	31.3	4.0	5.9
1553221_at	35.4	31.0	1.5	6.1
1553222_at	29.6	51.2	58.6	43.8
1553224_at	6.3	9.8	9.3	4.6
1553225_s_at	84.6	93.8	9.0	11.6
1553226_at	0.8	4.8	12.0	1.1
1553227_s_at	31.0	33.1	49.4	54.0
1553228_at	8.3	3.8	1.9	4.9
1553229_at	4.0	14.6	1.9	12.1
1553232_at	3.9	11.0	7.9	8.0
1553234_at	11.3	7.5	11.0	0.7
1553235_at	1.5	0.9	13.4	0.9
1553237_x_at	5.9	5.6	16.2	16.9
1553238_a_at	19.3	53.3	37.9	29.3
1553239_at	24.1	9.6	22.9	12.1
1553241_at	21.0	14.0	4.2	10.1
1553243_at	6.3	4.4	14.9	2.5
1553244_at	10.9	21.4	19.2	16.3
1553246_a_at	12.7	8.7	21.1	20.8
1553247_a_at	18.2	12.7	2.3	0.9
1553248_at	14.6	10.1	18.5	19.3
1553249_at	2.4	12.3	3.3	7.7
1553252_a_at	18.7	20.1	17.7	26.5
1553253_at	6.1	1.7	5.8	2.5
1553254_at	0.8	4.6	15.3	5.1
1553255_at	18.8	1.9	11.8	15.1
1553257_at	2.3	1.9	6.2	3.2
1553258_at	4.9	0.9	5.2	4.0
1553260_s_at	0.2	3.2	8.1	0.1
1553261_x_at	7.7	0.6	6.0	3.7
1553262_a_at	58.1	63.4	59.0	47.7
1553263_at	39.9	38.0	47.7	31.5
1553264_a_at	23.0	6.3	19.1	35.7
1553265_at	0.8	8.3	9.9	7.9
1553266_at	4.1	1.6	4.7	3.9
1553267_a_at	57.6	44.3	18.9	28.4
1553268_at	11.5	2.1	12.3	12.6
1553269_at	34.8	42.7	2.9	4.5
1553271_at	5.7	11.2	9.3	3.6
1553272_at	2.1	2.2	1.9	2.9
1553274_a_at	86.3	89.7	100.0	107.1
1553275_s_at	7.6	4.0	0.3	3.7
1553276_at	0.3	1.7	0.7	0.4
1553277_at	4.5	1.8	12.0	1.1
1553279_at	37.3	15.4	32.2	16.8
1553280_at	59.1	27.7	47.7	44.9
1553281_at	3.8	6.9	1.9	2.2
1553282_at	2.4	5.3	8.0	7.9
1553284_s_at	3.9	11.9	11.9	14.3
1553285_s_at	15.3	10.9	9.3	7.6
1553286_at	29.5	40.4	12.3	10.2
1553288_a_at	23.5	14.5	24.8	18.6
1553292_s_at	19.1	23.8	16.4	18.5
1553293_at	1.7	10.8	0.9	1.3
1553295_at	4.2	3.8	0.7	4.8
1553296_at	5.7	0.2	4.4	4.5
1553297_a_at	7.9	5.0	29.0	34.1
1553298_at	16.5	1.1	0.4	8.4
1553299_at	1.9	4.5	14.7	22.6
1553300_a_at	14.7	21.6	12.5	13.6
1553301_a_at	13.1	11.8	1.6	1.4
1553303_at	7.9	8.0	2.5	11.8
1553304_at	19.5	24.1	15.9	18.6
1553306_at	4.1	6.2	2.7	3.0
1553310_at	7.1	4.5	8.4	12.8
1553311_at	14.0	10.6	0.4	5.1
1553313_s_at	41.5	47.4	84.3	82.8
1553314_a_at	3.5	8.3	1.6	2.5
1553315_at	6.7	7.7	12.5	14.2
1553316_at	9.5	3.7	10.6	14.1
1553317_s_at	10.9	9.5	2.0	0.4
1553318_at	0.8	1.2	8.6	0.7
1553319_at	3.4	4.4	1.0	7.2
1553320_s_at	0.4	0.6	0.2	1.2
1553321_a_at	0.3	1.0	6.5	0.9
1553322_s_at	4.9	0.5	16.8	6.4
1553323_a_at	13.3	3.9	9.5	9.1
1553325_at	6.6	1.5	15.0	9.5
1553326_at	9.4	3.7	7.7	4.8
1553327_a_at	0.7	1.6	2.3	0.7
1553328_a_at	8.1	2.2	1.9	6.9
1553329_at	10.8	13.5	6.4	5.8
1553330_at	0.7	4.2	7.6	0.4
1553333_at	0.4	0.5	0.9	3.9
1553335_x_at	1.1	3.4	9.8	0.6
1553336_a_at	13.2	28.8	15.9	5.3
1553338_at	71.0	57.5	51.1	45.8
1553340_s_at	5.3	5.0	8.2	3.0
1553341_at	4.3	2.6	5.0	8.9
1553344_at	3.8	0.4	10.1	0.4
1553346_a_at	58.1	38.8	63.4	51.7
1553347_s_at	20.7	17.9	74.6	57.8
1553348_a_at	108.5	105.5	92.4	87.0
1553349_at	29.7	28.4	44.1	50.5
1553350_at	15.5	2.1	14.0	1.6
1553351_at	13.0	8.9	6.4	2.5
1553352_x_at	10.4	1.4	1.9	2.3
1553354_a_at	5.5	16.2	20.8	32.2
1553355_at	1.3	2.8	2.3	0.6
1553356_at	6.8	2.8	3.8	1.7
1553357_at	8.4	10.6	12.5	3.5
1553359_at	5.5	3.3	7.4	3.6
1553361_x_at	5.6	4.4	6.4	6.5
1553362_at	0.2	3.9	0.4	0.3
1553363_at	3.0	1.1	3.8	2.1
1553364_at	10.7	3.7	10.8	10.2
1553365_at	6.0	11.4	9.2	7.0
1553366_s_at	24.6	13.6	4.3	5.3
1553367_a_at	15.0	18.2	13.4	2.2
1553369_at	0.8	1.0	12.7	1.1
1553371_at	5.7	2.8	9.9	4.2
1553372_at	13.8	1.8	5.7	4.1
1553373_at	6.9	8.4	17.3	4.8
1553374_at	1.5	4.1	0.5	0.5
1553375_at	22.6	9.2	11.1	19.7
1553376_a_at	8.1	0.3	5.0	12.6
1553378_a_at	10.0	11.8	4.8	6.7
1553380_at	33.7	23.3	8.2	0.4
1553383_at	0.9	1.1	0.5	0.7
1553385_at	16.1	16.0	19.7	2.8
1553386_at	16.6	10.7	33.7	26.9
1553387_at	19.1	16.5	16.9	17.6
1553388_at	1.8	6.4	1.3	4.3
1553389_at	22.4	10.2	14.1	10.2
1553390_at	0.9	8.8	13.2	3.1
1553391_at	2.0	0.6	3.5	3.8
1553392_at	5.0	2.8	12.9	23.9
1553394_a_at	8.2	2.1	11.1	13.9
1553395_a_at	176.4	175.5	60.1	75.6
1553396_a_at	20.2	3.8	48.9	21.8
1553397_at	20.8	12.9	34.6	25.0
1553398_at	6.4	1.1	8.9	2.6
1553399_a_at	12.3	15.3	30.3	33.0
1553400_a_at	34.9	21.7	33.1	22.0
1553401_at	11.0	5.7	7.6	10.5
1553402_a_at	2.7	10.7	10.8	0.6
1553403_at	5.0	1.3	1.1	3.0
1553405_a_at	13.4	10.4	9.2	7.3
1553407_at	13.3	10.9	1.9	9.2
1553409_at	4.6	2.1	5.5	7.5
1553410_a_at	1.5	1.0	1.6	3.8
1553411_s_at	9.9	2.6	4.2	6.1
1553412_at	14.6	2.9	1.3	4.1
1553413_at	0.8	0.8	0.7	3.5
1553415_at	0.5	0.9	1.0	3.8
1553417_at	5.9	9.1	12.9	6.2
1553418_a_at	2.1	6.4	10.2	0.6
1553420_at	0.4	7.9	2.7	12.5
1553422_s_at	5.3	2.0	8.8	6.0
1553423_a_at	46.8	46.7	58.5	47.9
1553424_at	1.3	1.7	2.7	1.6
1553425_at	1.8	2.8	17.6	12.9
1553426_at	7.1	5.8	10.7	0.7
1553427_at	3.9	4.4	3.6	2.0
1553428_at	5.8	5.8	10.4	5.4
1553429_at	6.0	15.9	6.1	8.9
1553430_a_at	34.6	34.7	37.2	26.6
1553432_s_at	13.7	3.8	48.9	48.6
1553433_at	0.7	0.3	0.4	2.3
1553434_at	3.0	0.7	4.8	6.2
1553435_at	5.8	1.9	2.2	10.1
1553436_at	2.2	6.4	3.3	6.4
1553437_at	2.9	0.9	15.2	4.0
1553438_at	33.5	20.9	26.2	21.0
1553439_at	10.1	10.3	2.8	13.7
1553440_at	6.9	0.4	5.0	3.1
1553441_at	3.1	0.1	2.2	3.4
1553442_a_at	0.9	0.7	2.2	12.1
1553443_at	2.9	4.3	2.5	2.1
1553444_a_at	7.2	2.5	3.5	3.7
1553446_at	11.6	8.6	8.2	5.6
1553447_at	2.4	5.4	1.9	9.3
1553448_at	0.5	1.6	0.6	0.9
1553449_at	6.1	6.0	5.6	7.3
1553450_s_at	10.3	8.7	8.5	6.9
1553451_at	0.9	0.5	0.8	0.8
1553452_at	1.1	8.3	7.2	7.6
1553453_at	4.3	11.4	13.6	13.1
1553454_at	6.0	0.5	0.7	1.8
1553456_at	4.0	2.9	5.2	2.7
1553457_at	1.5	1.6	1.8	1.5
1553458_at	1.4	3.5	12.7	4.5
1553459_at	2.2	2.8	2.6	1.5
1553460_at	2.4	1.0	8.9	3.3
1553461_at	1.2	1.0	1.0	4.9
1553462_at	4.0	1.8	6.3	5.9
1553464_at	47.7	11.5	33.9	47.4
1553465_a_at	1.6	2.0	2.1	0.7
1553466_at	9.0	12.9	15.8	10.6
1553467_at	11.6	0.5	6.5	0.7
1553468_at	0.7	0.5	8.1	0.6
1553470_at	6.7	12.1	16.3	15.1
1553471_at	13.1	18.9	1.5	0.8
1553472_at	1.9	9.3	6.4	8.5
1553474_at	5.0	3.7	0.8	2.5
1553475_at	5.5	0.7	1.8	2.2
1553478_at	13.5	1.8	1.7	1.0
1553479_at	21.1	12.7	5.4	2.0
1553482_at	1.4	1.1	1.5	8.3
1553483_at	4.0	1.0	5.0	3.4
1553484_at	11.8	4.3	5.8	8.7
1553485_at	1.1	0.7	14.2	2.0
1553486_a_at	3.9	1.1	1.5	5.6
1553488_at	1.7	1.7	5.3	1.3
1553489_a_at	1.6	0.9	1.0	1.8
1553491_at	17.8	14.6	15.6	8.8
1553492_a_at	12.9	1.5	0.7	3.2
1553493_a_at	17.8	6.6	26.2	17.1
1553494_at	5.3	0.6	0.6	0.2
1553497_at	1.3	1.1	1.8	4.7
1553498_at	10.1	7.4	9.9	3.1
1553499_s_at	4.8	2.0	2.9	10.4
1553500_at	4.1	1.4	1.4	2.5
1553502_a_at	0.7	1.4	1.5	8.8
1553504_at	19.5	17.4	12.7	7.0
1553505_at	1.1	5.7	25.8	9.6
1553506_at	8.2	6.8	1.7	5.1
1553507_a_at	25.1	21.9	31.1	25.0
1553508_at	8.3	10.6	12.8	5.1
1553510_s_at	255.1	236.8	240.9	228.0
1553511_at	5.2	14.7	30.4	11.7
1553512_at	4.2	3.0	12.5	7.1
1553513_at	5.5	3.2	2.1	3.0
1553514_a_at	11.3	13.7	19.7	12.8
1553515_at	2.8	15.7	3.2	1.1
1553517_at	2.9	1.8	5.0	0.9
1553518_at	1.9	12.7	10.3	2.3
1553519_at	9.6	0.2	4.8	1.5
1553521_at	7.5	5.6	4.2	1.0
1553523_at	17.2	12.5	15.2	13.9
1553524_at	5.4	3.6	11.7	15.8
1553525_at	2.6	10.7	6.0	12.0
1553526_at	2.6	11.3	2.5	1.6
1553527_at	11.2	13.2	14.2	12.4
1553528_a_at	151.7	192.5	121.7	122.2
1553529_at	9.9	1.6	1.5	9.0
1553530_a_at	707.8	693.0	848.6	915.0
1553531_at	1.8	0.6	7.8	11.5
1553532_a_at	3.8	16.5	42.4	29.4
1553533_at	10.9	17.5	24.2	14.5
1553534_at	14.5	9.4	8.3	5.5
1553535_a_at	307.5	276.4	279.7	239.3
1553536_at	2.2	5.7	14.2	5.8
1553537_at	8.2	10.6	2.5	3.4
1553538_s_at	3967.9	3770.7	2800.7	3223.4
1553539_at	2.1	9.7	14.8	5.1
1553540_a_at	2.8	14.2	22.7	3.4
1553541_at	3.6	1.2	1.7	0.7
1553542_at	30.5	35.2	33.7	32.2
1553544_at	4.0	1.7	4.8	2.6
1553545_at	1.3	1.0	46.8	54.5
1553546_at	4.9	0.4	0.4	0.1
1553547_at	7.6	11.4	6.2	6.6
1553549_at	5.4	2.0	2.3	1.6
1553550_at	0.6	2.2	2.7	2.0
1553551_s_at	6921.9	6048.2	6283.3	6635.2
1553552_at	3.7	8.7	14.0	10.8
1553553_at	1.2	5.4	7.6	10.3
1553555_at	5.9	14.4	7.4	13.2
1553556_at	2.8	8.2	5.6	9.5
1553558_at	10.0	2.9	3.8	4.1
1553559_at	15.7	3.5	21.8	18.6
1553560_at	9.8	4.4	2.8	10.2
1553561_at	9.3	10.1	18.3	9.5
1553562_at	28.1	10.8	3.0	13.4
1553564_at	6.1	1.1	9.2	1.5
1553565_s_at	10.5	3.3	9.6	2.1
1553566_at	7.4	4.1	13.3	19.1
1553567_s_at	8149.6	7420.4	6868.7	6271.0
1553568_a_at	19.3	2.9	23.6	17.5
1553569_at	8066.3	7581.5	9006.2	9893.6
1553570_x_at	8752.1	8171.0	9790.4	9899.5
1553572_a_at	2.8	1.7	3.7	1.8
1553573_s_at	3.0	4.0	6.1	2.9
1553574_at	0.7	6.6	4.9	0.8
1553575_at	83.4	131.3	114.9	102.8
1553579_a_at	7.7	0.2	0.7	13.0
1553581_s_at	451.8	446.0	490.6	584.2
1553582_a_at	15.1	11.6	13.0	11.7
1553583_a_at	21.0	20.3	25.7	20.5
1553584_at	15.2	7.4	15.9	14.6
1553585_a_at	21.4	13.8	13.9	3.4
1553586_at	13.0	2.1	11.0	2.7
1553587_a_at	115.0	118.7	146.9	141.1
1553588_at	9200.2	7919.5	7729.7	7528.5
1553589_a_at	9.9	7.0	2.0	3.3
1553590_at	3.0	5.2	5.7	3.0
1553591_at	3.4	1.2	2.6	3.9
1553592_x_at	28.4	14.8	10.6	1.7
1553593_a_at	6.4	7.6	2.6	3.4
1553594_a_at	110.9	71.5	99.3	67.5
1553599_a_at	5.7	7.0	14.0	10.4
1553600_at	22.3	2.4	13.9	4.5
1553601_a_at	2.9	7.4	9.4	1.2
1553602_at	11.1	14.2	8.1	2.2
1553603_s_at	55.5	63.2	94.0	102.5
1553604_at	2.2	1.8	4.6	3.8
1553605_a_at	4.7	3.0	5.8	0.3
1553607_at	4.3	3.0	9.6	0.9
1553608_a_at	2.4	0.4	5.0	6.1
1553611_s_at	17.0	24.6	22.5	16.9
1553612_at	13.7	18.9	21.9	16.0
1553613_s_at	11.9	1.7	1.5	10.8
1553614_a_at	1.5	4.8	6.6	0.5
1553618_at	1.4	4.3	5.9	21.8
1553619_a_at	10.2	0.5	14.6	9.2
1553620_at	2.6	0.7	1.0	1.1
1553622_a_at	6.4	17.0	20.9	13.6
1553623_at	14.7	17.1	13.1	10.5
1553625_at	1.6	3.7	6.7	5.0
1553626_a_at	10.9	3.4	6.8	5.3
1553627_s_at	0.4	5.7	2.6	4.3
1553629_a_at	1.3	6.6	2.8	3.3
1553630_at	5.7	0.9	8.9	5.9
1553633_s_at	22.9	18.1	18.5	9.0
1553634_a_at	2.6	11.7	5.0	5.0
1553635_s_at	8.3	0.6	12.3	6.4
1553636_at	0.4	1.0	0.4	0.9
1553637_s_at	3.8	14.9	17.0	12.9
1553639_a_at	19.1	9.1	32.2	24.6
1553640_at	2.6	5.8	2.1	3.2
1553641_a_at	9.5	1.6	4.9	7.9
1553642_at	16.9	29.1	26.4	4.9
1553644_at	40.7	31.5	43.6	41.6
1553645_at	6.3	7.8	17.1	13.8
1553646_at	5.5	4.6	8.3	6.2
1553647_at	38.5	44.2	72.9	52.9
1553651_at	1.5	0.5	8.3	6.9
1553652_a_at	9.3	8.3	20.1	24.1
1553654_at	4.1	0.3	0.4	1.9
1553655_at	16.1	5.4	9.6	2.8
1553656_at	4.0	3.4	4.4	3.0
1553657_at	2.2	2.6	4.1	9.0
1553658_at	13.8	12.4	9.0	12.8
1553660_at	14.3	25.0	4.8	21.8
1553661_a_at	19.8	12.4	10.9	17.2
1553663_a_at	3.4	3.5	10.2	5.3
1553666_at	0.9	0.9	9.1	6.1
1553668_at	73.8	38.0	54.0	43.4
1553670_at	29.3	10.3	16.4	19.5
1553672_at	2.3	9.6	8.0	0.9
1553673_at	12.5	23.7	2.2	3.4
1553674_at	4.6	8.5	6.8	8.5
1553675_at	4.2	1.1	4.7	12.5
1553677_a_at	123.9	137.0	305.3	331.7
1553678_a_at	761.3	718.2	941.3	889.4
1553679_s_at	34.4	25.3	37.3	46.8
1553681_a_at	1035.8	1085.0	51.3	44.4
1553682_at	9.2	12.7	1.7	11.3
1553683_s_at	29.4	20.2	25.3	29.4
1553684_at	14.8	9.7	10.0	10.4
1553685_s_at	121.8	101.3	86.1	64.9
1553686_at	35.5	41.9	25.1	23.4
1553688_at	10.8	3.5	4.2	17.2
1553689_s_at	67.9	89.1	64.2	57.8
1553690_at	42.8	45.2	14.1	23.0
1553691_at	13.6	10.6	23.7	26.2
1553693_s_at	17.9	11.3	28.9	21.6
1553694_a_at	61.3	84.1	91.6	82.1
1553695_a_at	67.7	72.0	70.0	64.5
1553696_s_at	30.8	52.2	19.5	18.2
1553697_at	14.3	19.2	28.0	22.7
1553698_a_at	22.0	29.7	71.5	73.9
1553701_a_at	5.0	13.2	4.6	26.1
1553702_at	3.1	11.2	20.2	9.3
1553703_at	340.4	372.0	332.4	346.1
1553704_x_at	221.9	259.9	216.7	252.3
1553705_a_at	2.0	6.9	4.7	1.9
1553706_at	0.7	4.1	5.1	0.8
1553708_at	1.8	11.6	9.7	5.1
1553709_a_at	557.7	571.0	556.5	545.7
1553710_at	4.2	0.5	13.5	1.0
1553711_a_at	11.5	11.4	8.9	8.1
1553713_a_at	51.1	53.8	175.0	182.5
1553715_s_at	211.0	220.7	283.1	267.7
1553717_at	26.9	29.7	33.3	32.5
1553718_at	160.6	153.6	145.1	140.6
1553719_s_at	40.3	43.8	58.3	48.7
1553720_a_at	7.6	1.4	16.3	32.4
1553721_at	9.0	8.4	11.0	7.7
1553722_s_at	11.0	0.4	11.3	7.0
1553723_at	1.0	4.3	3.7	10.4
1553725_s_at	105.0	109.2	118.8	96.9
1553726_s_at	8.7	5.0	4.3	13.2
1553727_at	3.1	13.0	8.2	11.2
1553728_at	18.5	12.7	30.2	11.8
1553729_s_at	11.7	6.4	18.9	12.1
1553730_x_at	43.0	3.9	37.3	23.0
1553732_s_at	28.0	23.8	49.8	31.6
1553734_at	12.7	3.5	10.2	1.5
1553736_at	15.8	0.9	7.6	7.3
1553739_at	3.0	4.8	0.8	5.5
1553740_a_at	16.3	27.1	10.9	15.1
1553741_at	1.7	11.7	1.2	1.1
1553743_at	58.4	76.5	74.2	99.9
1553746_a_at	9.7	0.7	8.1	1.8
1553747_at	4.5	1.4	1.6	4.8
1553749_at	15.9	22.2	15.1	11.4
1553750_a_at	90.9	90.6	54.6	61.9
1553752_at	1.5	1.2	1.5	1.2
1553755_at	2.3	2.2	8.6	6.6
1553756_at	1.3	6.3	3.2	3.7
1553757_at	2.0	1.7	15.0	2.7
1553759_at	1.1	4.5	15.9	7.6
1553761_at	1.8	1.4	11.1	4.0
1553764_a_at	31.8	32.3	63.4	56.5
1553765_a_at	0.6	5.8	0.3	0.7
1553768_a_at	21.2	25.7	18.9	13.0
1553769_at	2.2	2.4	2.3	1.3
1553770_a_at	16.3	10.1	15.8	22.1
1553772_at	9.0	1.1	10.3	5.9
1553775_at	8.5	11.7	15.5	17.4
1553776_at	0.5	5.0	0.5	2.0
1553778_at	4.7	11.6	5.6	5.7
1553780_at	20.3	4.8	16.0	15.3
1553781_at	8.5	10.2	13.4	10.8
1553785_at	7.9	2.0	1.8	4.2
1553787_at	11.4	4.9	22.4	23.2
1553789_a_at	13.4	16.4	24.0	2.0
1553792_at	6.1	4.5	1.5	4.9
1553793_a_at	18.1	18.5	16.2	18.1
1553794_at	14.9	10.1	21.8	16.8
1553796_at	2.3	1.7	3.3	5.6
1553797_a_at	4.7	4.7	3.6	4.6
1553798_a_at	1.8	1.4	2.9	7.7
1553799_at	0.6	2.1	0.5	2.4
1553801_a_at	17.9	39.2	15.3	18.4
1553802_a_at	2.8	4.5	6.5	10.2
1553803_at	57.8	42.1	64.5	35.0
1553804_a_at	2.9	3.2	3.8	5.3
1553805_at	18.5	10.4	10.4	7.3
1553808_a_at	2.8	5.1	1.7	0.8
1553809_a_at	13.0	1.0	12.9	3.1
1553810_a_at	32.7	29.3	21.8	19.6
1553811_at	11.3	11.6	15.6	11.0
1553812_at	1.3	11.9	20.3	1.7
1553813_s_at	18.8	26.0	26.8	27.4
1553815_a_at	21.8	24.8	24.6	19.6
1553817_at	1.0	6.1	1.1	2.8
1553818_x_at	0.9	1.6	3.9	0.9
1553821_at	7.4	10.6	1.5	14.5
1553822_at	4.5	0.3	2.3	0.4
1553823_a_at	1.4	7.1	0.7	1.2
1553826_a_at	35.4	20.2	29.8	4.8
1553828_at	18.3	19.1	17.9	30.5
1553829_at	10.4	0.6	4.8	2.0
1553830_s_at	1.0	1.2	0.5	1.0
1553831_at	23.6	24.7	19.7	19.6
1553832_at	21.4	17.7	31.4	10.4
1553834_at	4.6	2.9	289.8	261.9
1553835_a_at	3.4	1.5	470.4	452.4
1553837_at	1.9	1.4	2.0	1.9
1553838_at	1.7	1.3	13.5	12.8
1553839_at	3.5	18.4	13.6	5.6
1553840_a_at	14.9	3.2	15.9	17.1
1553842_at	6.8	2.8	5.1	10.9
1553843_at	2.3	4.6	3.4	4.2
1553844_a_at	6.5	3.6	2.4	1.5
1553845_x_at	31.0	11.8	25.2	16.3
1553846_at	1.0	1.6	2.0	1.5
1553847_a_at	23.2	13.4	19.5	16.2
1553849_at	0.9	1.6	3.0	7.2
1553850_at	4.1	3.7	3.1	17.7
1553851_at	3.5	7.7	7.8	0.2
1553852_at	12.0	16.2	14.5	21.7
1553856_s_at	394.8	397.7	94.1	73.3
1553857_at	51.0	70.8	12.2	9.3
1553858_at	70.1	66.5	48.3	55.8
1553859_at	1.9	7.5	5.0	13.8
1553860_at	1.9	1.2	3.2	0.9
1553861_at	5.0	7.3	8.2	7.9
1553863_at	8.3	4.1	5.2	7.5
1553864_at	1.2	6.6	12.6	1.4
1553865_a_at	4.5	5.2	7.4	7.0
1553868_a_at	0.3	7.8	5.8	5.2
1553869_at	3.2	4.8	6.3	0.9
1553871_at	7.7	13.8	24.3	14.8
1553872_at	30.7	26.3	14.3	13.1
1553873_at	4.2	9.5	1.6	1.0
1553874_a_at	8.9	1.3	2.3	1.2
1553875_s_at	4.7	12.7	15.0	3.0
1553876_at	5.2	9.1	2.9	2.3
1553878_at	6.2	4.2	5.3	10.7
1553879_a_at	2.1	5.1	10.6	1.9
1553880_at	3.1	0.9	2.5	4.0
1553881_at	19.0	13.5	18.3	15.5
1553882_at	1.5	0.9	11.2	11.9
1553883_at	0.9	4.6	6.5	0.8
1553885_x_at	0.7	0.5	2.8	3.4
1553886_at	0.7	7.6	0.8	3.7
1553887_at	14.3	4.7	18.6	25.5
1553888_at	1.9	0.8	2.4	1.9
1553889_at	6.1	3.4	1.2	3.2
1553890_s_at	24.8	4.7	3.4	4.8
1553891_at	1.9	9.4	17.1	1.8
1553893_at	11.0	5.0	25.1	11.0
1553894_at	3.0	0.7	9.7	0.8
1553895_at	2.0	8.5	19.6	8.5
1553898_a_at	5.5	1.1	0.5	8.8
1553900_s_at	8.2	14.4	18.4	3.3
1553901_x_at	24.4	7.4	15.3	19.8
1553905_at	5.1	12.9	7.7	0.7
1553906_s_at	144.6	124.3	139.7	122.0
1553907_a_at	9.1	11.2	1.2	5.6
1553909_x_at	27.9	20.8	7.2	31.4
1553910_at	9.0	15.1	1.3	17.9
1553911_at	2.7	1.8	2.4	1.3
1553912_at	10.3	1.3	4.5	1.0
1553914_at	1.7	6.6	10.6	1.4
1553915_at	1.1	0.2	2.7	6.9
1553917_at	22.3	21.5	24.8	10.0
1553918_at	3.4	2.8	6.9	1.1
1553919_at	13.7	12.5	17.3	5.3
1553920_at	6.3	6.6	3.9	8.1
1553923_at	19.9	16.5	3.8	16.8
1553924_at	1.3	1.0	2.4	2.0
1553927_at	6.5	7.3	3.9	1.9
1553928_at	74.0	70.3	89.6	84.8
1553929_at	2.2	1.9	1.3	1.8
1553930_at	1.3	4.5	2.9	8.9
1553931_at	11.2	8.7	17.0	1.0
1553934_at	4.6	0.5	4.8	2.0
1553935_at	0.8	5.6	0.6	8.6
1553936_a_at	3.1	7.9	8.3	1.8
