#NAME	GSM442218	GSM442219	GSM442220	GSM442221
#CLASS	absent	absent	present	present
234745_at	2.1	1.3	1.4	1.9
234746_at	20.2	2.3	33.9	20.3
234747_at	5.0	3.7	10.9	16.3
234748_x_at	1.4	14.1	8.2	1.6
234749_s_at	67.7	70.1	72.7	62.3
234750_at	13.0	10.9	9.4	11.3
234751_s_at	1.2	4.2	2.9	9.6
234752_x_at	6.8	0.6	3.7	2.9
234753_x_at	1.1	27.8	18.5	18.8
234754_at	4.5	2.4	11.0	2.5
234755_x_at	0.8	0.5	0.3	0.6
234756_at	2.8	0.7	3.1	2.2
234757_at	14.2	1.2	11.0	12.4
234758_at	6.7	2.3	4.6	8.2
234759_at	11.6	12.7	19.6	33.6
234760_at	9.7	14.2	16.9	5.6
234761_at	22.8	7.7	7.7	10.3
234762_x_at	72.9	111.6	148.7	152.3
234763_at	2.6	3.1	3.0	2.8
234764_x_at	2.4	8.9	11.3	5.9
234765_at	1.2	2.1	6.4	4.1
234766_at	0.6	1.8	4.3	10.3
234767_at	11.8	19.0	10.3	2.4
234768_at	6.8	13.9	24.5	7.0
234769_at	3.3	4.4	3.4	3.0
234770_at	3.4	12.0	20.1	15.4
234771_at	4.2	1.8	6.6	0.9
234772_s_at	0.6	1.6	1.2	1.8
234773_x_at	2.1	13.0	30.6	9.1
234774_at	3.5	3.1	1.7	14.8
234775_at	17.1	15.6	17.2	15.9
234776_at	2.4	11.1	0.7	8.3
234777_at	12.1	13.5	3.1	5.6
234778_at	5.8	0.9	0.8	1.3
234779_at	0.4	1.8	0.7	0.3
234780_at	7.1	4.1	2.3	15.9
234781_at	4.8	10.8	27.1	12.2
234782_at	1.5	1.1	2.1	1.0
234783_at	12.8	10.2	4.0	10.7
234784_at	2.3	1.7	1.9	9.1
234785_at	14.5	12.9	18.0	13.1
234786_at	5.5	1.1	1.1	7.7
234787_at	2.0	1.7	9.9	2.1
234788_x_at	38.1	52.3	62.5	45.6
234789_at	8.9	7.6	7.3	9.4
234790_at	9.2	9.1	15.1	0.8
234791_at	3.8	11.9	7.7	3.6
234792_x_at	7.3	5.5	2.5	10.6
234793_at	6.8	3.9	1.2	4.3
234794_at	11.7	4.2	5.6	3.3
234795_at	6.2	2.9	33.7	18.7
234796_at	0.8	1.9	4.7	3.0
234797_at	26.9	25.3	20.9	21.4
234798_x_at	0.7	0.4	0.6	0.6
234799_at	17.7	17.7	17.4	8.7
234800_at	0.4	0.2	1.3	0.4
234801_s_at	14.2	11.7	24.2	32.6
234802_at	1.3	4.7	11.4	1.9
234803_at	9.2	2.5	1.3	0.9
234804_at	12.6	1.9	9.2	5.8
234805_at	3.6	0.8	8.0	5.0
234806_at	0.8	1.4	2.5	3.8
234807_x_at	78.9	61.7	136.1	57.4
234808_x_at	8.7	1.2	0.5	10.6
234809_at	1.2	1.0	1.4	1.2
234810_at	4.0	0.8	11.6	6.0
234811_at	7.4	5.0	20.1	14.0
234812_at	0.9	2.2	1.4	1.2
234813_at	3.0	2.8	3.8	11.7
234814_at	1.5	1.8	2.3	2.4
234815_at	0.8	1.6	4.9	3.9
234816_at	18.3	4.7	6.5	1.8
234817_at	0.8	1.0	1.9	2.4
234818_at	17.5	15.8	18.3	13.6
234819_at	124.7	129.1	3.5	9.7
234820_at	1.1	3.8	4.4	1.9
234821_at	1.5	7.7	6.0	7.2
234822_at	0.7	1.0	1.9	0.7
234823_at	2.6	1.5	1.2	5.9
234824_at	5.0	1.9	4.7	8.6
234825_at	7.5	5.3	4.9	3.6
234826_at	9.3	5.5	14.1	4.2
234827_at	6.4	5.4	1.8	5.5
234828_at	5.4	3.0	2.0	3.6
234829_at	1.7	1.9	19.2	3.8
234830_at	0.4	6.8	8.6	1.2
234831_at	7.1	2.7	11.3	12.6
234832_at	6.9	3.9	1.6	4.0
234833_at	0.5	5.1	1.1	1.5
234834_at	10.1	1.8	3.9	5.2
234835_at	2.5	2.2	5.5	9.4
234836_at	1.6	18.4	14.6	2.5
234837_at	3.0	3.9	15.0	4.3
234838_at	22.1	23.2	22.0	18.1
234839_at	6.0	3.3	10.4	12.0
234840_s_at	10.2	4.6	1.5	1.0
234841_x_at	3.5	2.4	3.4	2.6
234842_at	31.2	45.7	6.6	3.5
234843_s_at	11.1	9.5	10.8	11.5
234844_at	1.4	5.8	5.1	4.5
234845_at	2.4	5.1	1.2	1.7
234846_at	6.7	2.2	3.7	23.2
234847_at	6.8	6.7	1.2	3.3
234848_at	54.5	49.2	7.3	11.8
234849_at	238.6	282.8	1.2	1.0
234850_at	10.4	7.4	5.1	2.7
234851_at	11.8	4.6	8.2	8.7
234852_at	51.7	65.4	8.7	10.5
234853_s_at	0.4	1.8	2.9	3.3
234854_at	2.5	4.2	1.0	0.6
234855_at	7.7	2.1	4.3	11.6
234856_at	1.5	2.0	1.1	2.1
234857_at	5.6	1.9	3.4	4.0
234858_at	2.0	2.5	8.0	3.8
234859_at	7.7	11.7	4.8	6.9
234860_at	42.7	50.2	3.5	2.5
234861_at	7.5	9.8	1.0	6.2
234862_at	6.5	8.1	1.8	6.3
234863_x_at	549.3	412.5	340.4	341.5
234864_s_at	3.0	1.0	1.5	4.5
234865_at	20.4	21.9	1.1	0.4
234866_s_at	4.4	10.5	6.1	6.6
234867_at	91.6	97.0	10.8	6.5
234868_s_at	13.1	2.0	9.0	0.8
234869_at	4.0	11.3	2.4	1.0
234870_at	15.0	15.6	22.2	17.9
234871_at	4.9	5.8	7.5	8.7
234872_at	0.3	1.6	3.0	1.1
234873_x_at	7235.1	6546.8	6665.8	7135.9
234874_at	5.9	5.1	7.1	10.6
234875_at	199.5	141.0	226.1	202.8
234876_at	2.3	2.6	2.5	5.7
234877_x_at	22.6	4.9	18.0	20.0
234878_at	1.9	5.8	10.8	15.2
234879_at	7.7	13.2	9.6	2.7
234880_x_at	1.8	1.7	2.1	1.6
234881_at	9.6	20.2	16.4	21.7
234882_at	37.9	21.8	34.3	34.1
234883_x_at	298.1	302.2	2.1	0.9
234884_x_at	3.1	10.3	3.2	3.0
234885_at	16.4	2.4	17.5	1.7
234886_at	160.6	166.8	16.6	2.3
234887_at	6.5	0.8	1.8	0.6
234888_at	3.9	2.6	3.3	2.2
234889_at	9.2	8.1	5.9	4.3
234890_at	16.8	3.4	8.5	5.9
234891_at	1.8	1.0	2.3	2.1
234892_at	9.9	11.0	5.7	6.8
234893_s_at	10.2	4.9	1.1	2.5
234894_at	1.8	6.2	1.9	9.1
234895_at	11.5	13.1	21.5	11.5
234896_at	13.0	10.5	25.6	16.9
234897_s_at	9.8	1.4	7.9	1.6
234898_at	6.0	1.4	18.0	2.7
234899_at	3.8	4.4	16.9	9.1
234900_at	33.5	26.7	22.4	6.6
234901_at	6.3	0.5	1.4	7.7
234902_s_at	42.9	27.8	35.5	26.2
234903_at	5.6	1.3	17.5	0.9
234904_x_at	3.4	0.8	3.0	1.6
234905_at	2.7	7.0	19.4	3.2
234906_at	7.5	6.8	16.0	15.0
234907_x_at	9.7	11.4	9.6	0.4
234908_s_at	3.2	10.1	9.4	3.7
234909_at	1.5	1.9	1.9	3.7
234910_at	2.2	10.1	7.8	7.5
234911_at	4.9	4.6	5.5	4.7
234912_at	3.5	5.3	3.6	5.9
234913_at	2.2	3.7	3.4	9.1
234914_at	2.3	2.1	2.6	6.6
234915_s_at	322.6	348.1	412.2	293.1
234916_at	1.1	1.1	4.6	1.1
234917_at	1.8	3.4	4.0	0.7
234918_at	25.4	6.7	15.8	4.2
234919_s_at	8.7	9.8	3.2	10.5
234920_at	6.5	0.9	7.2	4.4
234921_at	19.0	26.8	6.5	7.0
234922_s_at	3.5	3.1	8.9	1.6
234923_at	19.0	18.7	26.8	25.4
234924_s_at	109.5	98.5	68.5	92.4
234925_at	0.6	2.6	0.9	0.8
234926_s_at	961.5	925.1	510.8	492.0
234927_s_at	2.7	3.7	3.9	2.5
234928_x_at	37.7	24.2	37.9	22.2
234929_s_at	33.3	34.9	70.2	70.0
234930_at	1.8	1.1	3.8	1.4
234931_at	26.5	11.3	10.7	26.4
234932_s_at	5.5	12.1	8.5	4.5
234933_at	11.8	7.2	3.4	1.3
234934_at	5.3	1.4	7.6	12.3
234935_at	6.0	2.9	5.2	14.1
234936_s_at	14.8	10.7	10.9	6.2
234937_x_at	21.8	17.5	2.9	20.1
234938_at	1.4	1.4	1.4	1.2
234939_s_at	62.8	64.5	45.8	33.5
234940_s_at	5.5	1.3	8.3	1.4
234941_s_at	73.3	48.5	82.5	104.1
234942_s_at	298.6	349.8	195.9	179.6
234943_at	16.4	20.0	15.6	19.1
234944_s_at	116.8	155.7	120.6	123.1
234945_at	5.7	4.8	9.0	5.6
234946_at	22.1	10.7	11.6	7.3
234947_s_at	116.8	100.1	157.6	133.3
234948_at	6.0	3.4	2.6	7.4
234949_at	47.5	24.5	44.9	94.6
234950_s_at	276.5	400.9	317.6	320.3
234951_s_at	16.4	14.9	11.1	16.8
234952_s_at	135.2	110.5	97.2	59.4
234953_x_at	46.9	32.2	43.9	30.4
234954_at	162.7	229.0	332.7	176.7
234955_at	2.4	7.7	5.4	4.2
234956_at	19.9	34.2	24.9	21.6
234957_at	10.5	1.6	16.9	7.8
234958_at	12.6	8.5	24.4	5.7
234959_at	7.8	8.6	20.9	6.6
234960_at	3.8	4.8	3.5	1.0
234961_at	6.8	4.6	0.9	2.2
234962_at	12.9	8.6	5.9	2.0
234963_s_at	16.2	2.0	9.9	17.6
234964_at	239.9	221.7	2.8	13.7
234965_at	3.6	17.6	11.2	14.0
234966_at	0.9	1.0	2.8	16.2
234967_at	0.5	7.8	0.6	0.4
234968_at	18.1	13.6	12.7	10.2
234969_s_at	551.7	573.7	342.1	379.6
234970_at	310.7	255.9	47.7	43.0
234971_x_at	3.5	4.9	36.0	19.1
234972_at	76.3	77.6	86.0	150.4
234973_at	141.6	111.6	99.4	98.3
234974_at	299.5	244.8	296.8	341.3
234975_at	103.3	100.0	146.3	159.4
234976_x_at	97.6	90.8	118.1	99.8
234977_at	53.2	46.1	89.5	75.3
234978_at	71.3	62.4	155.8	176.5
234979_at	83.8	86.7	74.8	60.0
234980_at	2.4	10.4	4.8	9.8
234981_x_at	396.8	304.3	463.8	368.3
234982_at	130.0	173.9	164.1	141.7
234983_at	377.8	327.9	329.2	314.8
234984_at	247.9	269.1	250.6	449.4
234985_at	6.9	7.0	1.5	8.5
234986_at	88.3	84.3	68.9	75.8
234987_at	1131.0	1362.3	112.4	146.0
234988_at	37.2	34.7	26.0	39.2
234989_at	377.0	423.1	501.9	724.2
234990_at	30.1	18.4	35.0	39.7
234991_at	40.5	56.6	37.4	23.1
234992_x_at	71.5	72.6	107.7	100.6
234993_at	29.6	44.0	20.1	32.1
234994_at	120.4	131.7	669.8	838.4
234995_at	71.2	80.8	76.0	61.8
234996_at	3.1	5.4	1.2	3.2
234997_x_at	129.6	197.3	273.9	246.6
234998_at	92.3	72.2	129.2	122.9
234999_at	20.5	3.2	6.3	30.1
235000_at	11.9	25.9	16.5	23.7
235001_at	18.4	11.7	28.8	13.8
235002_at	9.0	23.3	14.2	9.6
235003_at	140.2	137.8	149.4	246.5
235004_at	5.6	8.9	0.8	1.8
235005_at	366.7	292.6	216.1	227.1
235006_at	71.1	86.3	122.0	113.5
235007_at	73.3	67.8	92.0	83.8
235008_at	23.5	21.7	49.8	39.3
235009_at	56.4	45.6	38.4	64.1
235010_at	99.1	92.1	81.5	73.0
235011_at	40.5	29.1	34.1	17.7
235012_at	71.4	77.0	56.3	71.8
235013_at	107.0	96.9	115.7	156.7
235014_at	90.9	73.4	52.3	39.3
235015_at	17.2	18.1	26.9	8.9
235016_at	61.8	80.9	63.9	68.0
235017_s_at	1.9	7.9	4.4	10.6
235018_at	7.8	7.2	2.2	2.0
235019_at	2.0	2.5	7.2	6.1
235020_at	132.8	114.5	134.0	155.5
235021_at	23.7	23.6	18.2	21.0
235022_at	199.6	208.8	196.9	184.6
235023_at	43.7	44.8	43.9	52.0
235024_at	78.2	58.1	93.6	109.3
235025_at	76.7	76.2	82.1	68.2
235026_at	38.5	47.3	94.9	94.8
235027_at	54.5	50.6	5.1	5.7
235028_at	30.3	17.5	49.5	72.8
235029_at	36.9	30.8	38.7	23.4
235030_at	48.0	72.4	52.4	59.9
235031_at	24.7	22.3	15.7	25.8
235032_at	189.9	183.8	354.3	238.8
235033_at	87.8	71.5	87.1	106.5
235034_at	18.3	36.2	68.0	52.2
235035_at	201.4	222.5	172.2	158.1
235036_at	196.3	257.0	197.1	177.3
235037_at	152.8	161.1	154.2	149.8
235038_at	18.4	14.5	36.4	26.5
235039_x_at	22.4	11.3	14.9	32.3
235040_at	65.4	54.4	60.2	56.8
235041_at	85.0	93.3	60.5	60.2
235042_at	22.1	23.5	42.8	57.7
235043_at	38.4	28.6	10.7	23.6
235044_at	6.4	3.7	2.2	0.7
235045_at	69.9	57.8	56.8	48.2
235046_at	320.5	307.9	303.3	258.1
235047_x_at	17.2	13.6	36.8	22.2
235048_at	70.8	54.7	111.1	119.2
235049_at	1.7	1.7	71.6	66.1
235050_at	8.1	10.6	7.7	4.5
235051_at	28.1	24.7	148.5	135.1
235052_at	118.4	111.3	54.9	57.5
235053_at	32.4	18.3	31.4	44.3
235054_at	29.5	21.2	33.1	45.2
235055_x_at	16.2	18.2	16.8	17.5
235056_at	175.4	198.3	147.6	144.8
235057_at	17.8	14.1	28.1	20.4
235058_at	40.9	34.5	44.2	44.0
235059_at	1.7	0.9	0.8	18.9
235060_at	105.1	91.8	151.0	245.1
235061_at	291.0	363.1	448.9	470.1
235062_at	4.4	4.9	15.7	7.5
235063_at	32.0	32.9	15.7	23.1
235064_s_at	47.6	74.0	28.1	32.3
235065_at	7.6	6.1	5.9	10.7
235066_at	1.8	0.8	1.5	2.0
235067_at	147.2	141.3	180.9	153.9
235068_at	40.3	28.9	34.3	28.5
235069_at	53.3	62.1	42.7	48.1
235070_at	7.5	17.6	22.0	15.2
235071_at	153.2	153.4	185.4	193.8
235072_s_at	1.4	5.7	6.4	9.9
235073_at	53.6	43.8	21.2	28.7
235074_at	0.8	3.0	7.7	2.3
235075_at	0.5	1.5	8.4	2.6
235076_at	64.9	59.2	56.6	53.8
235077_at	5.1	1.5	11.9	0.5
235078_at	30.3	33.6	62.4	55.6
235079_at	7.1	4.4	3.2	6.7
235080_at	3.2	16.7	2.6	2.2
235081_x_at	136.5	157.2	157.1	136.0
235082_at	17.4	14.6	25.0	27.6
235083_at	23.2	2.7	12.3	6.4
235084_x_at	92.5	98.4	98.9	119.9
235085_at	289.9	286.8	25.5	35.3
235086_at	0.5	2.3	1.2	1.4
235087_at	26.0	18.6	32.0	26.5
235088_at	178.6	214.8	348.7	363.3
235089_at	62.4	54.7	49.0	41.0
235090_at	13.3	3.9	8.5	10.5
235091_at	21.9	13.8	10.8	13.6
235092_at	25.2	14.2	23.3	17.3
235093_at	79.7	105.6	102.9	125.3
235094_at	339.8	360.5	265.7	260.8
235095_at	31.9	36.3	64.9	47.3
235096_at	165.7	168.6	174.6	175.0
235097_at	11.5	12.7	16.3	21.4
235098_at	8.1	7.7	9.5	7.9
235099_at	72.9	87.9	8.0	2.3
235100_at	1.1	0.7	1.9	0.9
235101_at	9.6	11.0	21.6	16.9
235102_x_at	12.7	11.6	11.0	11.5
235103_at	165.3	142.7	61.2	90.6
235104_at	301.3	300.4	526.6	462.7
235105_at	1.8	0.6	0.9	0.9
235106_at	73.2	33.5	44.2	63.4
235107_at	12.1	20.9	5.1	8.4
235108_at	11.1	12.7	18.4	16.0
235109_at	13.2	2.3	66.6	68.8
235110_at	25.2	14.6	33.5	24.5
235111_at	8.9	1.4	5.4	1.3
235112_at	37.3	40.8	39.9	60.1
235113_at	456.6	443.1	408.3	409.6
235114_x_at	38.2	45.1	35.8	48.2
235115_at	1.0	5.4	1.1	3.7
235116_at	159.7	178.7	309.7	300.0
235117_at	262.8	266.4	919.1	1044.2
235118_at	0.6	5.1	1.8	7.0
235119_at	75.9	94.1	113.4	104.7
235120_at	68.8	49.8	32.7	47.6
235121_at	20.6	22.5	6.2	10.0
235122_at	40.8	48.8	151.3	212.7
235123_at	81.6	83.2	56.8	68.3
235124_at	85.8	77.2	127.6	88.7
235125_x_at	49.3	59.8	77.6	53.0
235126_at	77.9	75.5	130.1	140.8
235127_at	1.0	2.2	9.9	4.1
235128_at	5.4	5.8	43.8	39.6
235129_at	2.7	6.2	7.2	13.5
235130_at	57.1	66.4	34.4	36.0
235131_at	16.4	9.4	24.4	10.0
235132_at	86.6	88.2	70.1	83.6
235133_at	12.5	4.9	47.5	62.6
235134_at	117.1	91.5	101.8	98.7
235135_at	27.7	26.8	5.0	37.9
235136_at	108.4	152.1	205.7	241.9
235137_at	11.8	1.0	8.9	8.8
235138_at	82.8	74.6	81.9	115.6
235139_at	112.3	99.9	51.9	55.0
235140_at	14.8	7.2	24.7	19.9
235141_at	15.5	10.1	46.8	42.1
235142_at	8.8	3.5	16.5	28.8
235143_at	88.5	57.7	35.7	31.9
235144_at	1.1	0.8	8.1	16.6
235145_at	133.8	218.0	105.6	127.4
235146_at	14.4	2.0	3.7	4.8
235147_at	1.6	1.8	6.5	1.3
235148_at	25.2	18.8	32.1	16.4
235149_at	1.2	8.7	10.0	10.0
235150_at	57.0	51.4	2.2	3.6
235151_at	107.7	113.7	106.4	92.3
235152_at	142.1	135.5	126.1	154.5
235153_at	1.8	14.3	5.4	14.0
235154_at	51.0	28.4	36.4	25.7
235155_at	12.3	12.3	8.4	6.5
235156_at	19.7	2.0	15.8	7.9
235157_at	35.8	28.4	32.8	18.0
235158_at	238.7	301.8	253.3	245.9
235159_at	30.9	32.2	49.0	33.7
235160_at	5.3	18.3	20.1	14.7
235161_at	1.0	1.5	1.6	0.6
235162_at	17.8	32.9	43.5	36.7
235163_at	379.8	375.2	313.3	324.6
235164_at	66.2	63.1	83.3	92.4
235165_at	10.0	23.7	34.5	7.8
235166_at	14.5	29.6	27.7	21.2
235167_at	36.8	41.9	51.6	77.2
235168_at	43.0	48.4	38.5	32.0
235169_at	19.8	2.7	18.3	17.5
235170_at	157.8	191.1	209.4	154.1
235171_at	105.0	87.6	81.7	89.3
235172_at	14.7	4.4	11.4	20.5
235173_at	43.0	23.1	40.0	17.5
235174_s_at	127.4	101.7	95.6	87.0
235175_at	280.5	325.2	95.1	88.8
235176_at	38.2	61.2	6.5	12.0
235177_at	127.7	149.1	93.4	97.7
235178_x_at	17.1	19.5	44.9	21.8
235179_at	31.3	20.2	24.3	24.6
235180_at	41.8	44.5	45.3	29.6
235181_at	67.7	62.8	142.7	118.1
235182_at	11.7	17.2	9.7	13.5
235183_at	10.8	1.2	5.6	11.3
235184_at	5.2	11.6	13.9	14.4
235185_s_at	16.0	20.5	0.8	0.8
235186_at	43.8	33.5	15.3	15.6
235187_s_at	1.6	2.5	0.8	0.9
235188_at	3.8	3.9	0.8	5.9
235189_at	159.0	140.0	132.0	144.4
235190_at	62.6	78.2	69.5	85.6
235191_at	35.7	38.6	69.9	44.1
235192_at	103.1	103.5	96.3	69.1
235193_at	6.5	19.6	11.3	18.0
235194_at	39.9	49.4	63.1	27.9
235195_at	40.2	38.8	53.7	42.1
235196_at	129.8	133.9	149.3	179.7
235197_s_at	60.7	57.7	55.7	49.6
235198_at	171.7	198.5	139.0	135.8
235199_at	593.6	596.8	88.7	79.3
235200_at	88.3	107.8	81.4	90.5
235201_at	7.8	2.6	21.2	17.0
235202_x_at	25.8	38.6	28.7	23.7
235203_at	62.0	60.3	77.1	63.1
235204_at	34.3	41.7	37.3	35.7
235205_at	62.1	63.3	20.2	15.3
235206_at	22.2	46.6	6.1	17.7
235207_at	116.5	97.3	42.0	76.2
235208_at	14.9	14.3	32.5	29.6
235209_at	3.5	13.8	2.1	12.7
235210_s_at	6.6	6.0	19.7	9.6
235211_at	6.8	14.9	8.9	11.1
235212_at	14.5	13.0	10.9	16.2
235213_at	61.3	72.6	18.4	31.3
235214_at	11.5	17.5	5.0	16.9
235215_at	75.2	50.5	87.9	70.4
235216_at	50.9	42.2	39.2	49.1
235217_at	2.8	17.4	7.9	17.6
235218_x_at	67.1	37.8	42.3	60.3
235219_at	23.3	17.7	7.7	12.1
235220_at	5.0	11.6	2.1	3.1
235221_at	44.8	62.9	75.8	73.4
235222_x_at	248.7	294.7	267.9	262.7
235223_at	43.9	55.9	48.7	44.2
235224_s_at	10.4	15.9	37.2	15.5
235225_at	1.6	2.1	5.5	1.9
235226_at	15.6	11.6	31.2	40.9
235227_at	15.3	15.7	19.3	9.2
235228_at	0.5	0.2	1.3	8.1
235229_at	5.0	2.9	14.0	3.7
235230_at	111.5	134.6	68.2	62.2
235231_at	76.5	75.9	46.1	61.6
235232_at	132.0	143.7	105.1	100.5
235233_s_at	213.0	215.0	168.3	165.6
235234_at	145.4	186.6	149.3	159.3
235235_s_at	131.2	109.7	87.1	105.8
235236_at	3.9	1.1	0.5	0.5
235237_at	2.0	14.4	6.7	10.7
235238_at	25.2	44.3	415.5	564.3
235239_at	31.8	5.7	8.0	15.3
235240_at	70.9	68.7	44.9	61.7
235241_at	232.9	185.5	163.5	145.3
235242_at	385.1	383.0	954.2	1059.0
235243_at	6.0	7.5	15.0	20.9
235244_at	29.4	25.2	158.9	195.9
235245_at	3.9	4.4	1.9	10.8
235246_at	1.2	5.8	1.5	1.9
235247_at	1.5	10.8	6.8	12.0
235248_at	72.3	46.1	31.6	36.7
235249_at	49.0	46.6	22.4	11.3
235250_at	2.6	13.4	31.1	3.9
235251_at	13.1	14.5	13.9	3.4
235252_at	181.7	177.9	431.8	405.9
235253_at	98.3	92.6	108.5	120.9
235254_at	1.2	10.7	2.0	1.4
235255_at	59.5	45.4	51.7	34.1
235256_s_at	472.8	444.6	527.2	476.6
235257_at	25.6	24.5	28.2	19.6
235258_at	123.8	165.3	104.7	124.5
235259_at	11.6	10.2	38.1	14.1
235260_s_at	62.5	47.8	75.4	112.4
235261_at	4.7	17.3	6.7	6.7
235262_at	9.8	4.2	5.4	15.6
235263_at	41.1	53.9	39.1	50.9
235264_at	36.3	41.9	26.6	24.6
235265_at	1.2	1.0	3.2	1.0
235266_at	148.2	195.6	131.0	202.2
235267_at	1.0	0.7	3.4	0.3
235268_at	6.1	5.6	10.4	9.5
235269_at	21.2	8.5	4.1	3.8
235270_at	13.6	6.7	1.8	8.0
235271_s_at	8.9	7.3	18.2	14.6
235272_at	4.6	4.4	4.1	15.7
235273_at	6.2	2.5	7.2	5.8
235274_at	68.0	57.6	112.7	114.1
235275_at	19.4	20.1	3.0	11.4
235276_at	180.0	211.9	262.1	231.3
235277_at	17.4	4.4	46.8	35.2
235278_at	1.0	0.9	8.1	1.3
235279_at	25.9	12.7	20.8	22.6
235280_at	40.3	37.9	18.4	11.0
235281_x_at	6.5	8.4	104.3	84.6
235282_at	25.4	19.2	73.3	58.0
235283_at	25.7	28.8	47.2	22.2
235284_s_at	4.1	1.4	0.6	0.7
235285_at	16.5	22.1	18.5	6.5
235286_at	70.1	68.9	52.1	49.4
235287_at	52.8	48.0	149.3	177.1
235288_at	10.3	19.2	16.4	8.6
235289_at	21.7	36.3	33.0	28.0
235290_at	1.5	17.1	14.7	13.4
235291_s_at	149.8	144.8	100.3	80.1
235292_at	146.9	127.7	70.5	46.6
235293_at	4.0	9.8	41.1	18.7
235294_at	93.2	75.9	69.9	72.6
235295_at	52.7	55.8	70.0	52.8
235296_at	63.5	45.4	49.6	41.7
235297_at	30.2	28.7	40.8	33.7
235298_at	30.9	33.8	28.1	24.0
235299_at	20.1	23.3	117.3	141.7
235300_x_at	35.0	35.9	35.9	34.7
235301_at	34.8	39.2	65.6	85.3
235302_at	105.5	107.3	89.1	81.1
235303_at	19.2	15.7	19.7	18.9
235304_at	22.4	11.9	6.8	0.3
235305_s_at	46.2	57.0	73.0	43.9
235306_at	458.6	440.0	13.7	4.4
235307_at	3.3	4.0	14.6	5.5
235308_at	50.1	46.0	57.5	56.8
235309_at	63.4	56.0	95.8	95.6
235310_at	32.9	41.4	221.5	208.9
235311_at	0.6	10.0	11.4	5.9
235312_s_at	12.5	0.7	12.1	3.1
235313_at	1.6	1.1	2.4	1.2
235314_at	73.0	53.0	75.3	59.2
235315_at	15.3	20.8	8.2	15.4
235316_at	2.6	9.7	4.7	2.8
235317_at	95.5	53.2	69.5	61.1
235318_at	4.1	0.2	19.4	12.3
235319_at	3.0	7.9	3.0	13.2
235320_at	13.8	28.7	50.7	30.1
235321_at	9.3	6.6	15.4	5.4
235322_at	41.7	37.9	41.9	56.8
235323_at	2.7	6.7	10.3	15.2
235324_at	62.1	65.3	72.7	66.6
235325_at	31.2	34.4	23.1	19.6
235326_at	3.5	2.8	9.3	1.1
235327_x_at	295.9	288.5	323.9	332.5
235328_at	3.9	12.8	3.7	11.3
235329_at	10.9	9.5	25.7	16.2
235330_at	57.5	54.7	39.0	39.3
235331_x_at	65.5	80.6	29.1	37.1
235332_at	1.7	19.4	4.5	11.9
235333_at	12.3	23.8	18.6	14.3
235334_at	10.3	3.3	5.6	8.2
235335_at	3.5	3.9	8.9	6.4
235336_at	2.5	1.6	4.8	9.6
235337_at	0.8	0.4	1.4	1.0
235338_s_at	79.8	97.8	64.5	57.4
235339_at	106.1	114.7	69.8	55.7
235340_at	23.4	32.7	39.0	38.7
235341_at	76.5	64.1	42.3	98.3
235342_at	0.8	5.9	0.4	6.8
235343_at	0.7	5.0	90.4	48.3
235344_at	44.4	39.1	135.4	128.5
235345_at	6.4	5.2	9.3	5.9
235346_at	245.1	217.3	207.9	192.3
235347_at	130.1	104.5	128.5	106.0
235348_at	83.7	96.1	54.5	41.0
235349_at	13.2	24.8	42.2	26.3
235350_at	1.2	0.7	7.2	1.0
235351_at	1.1	1.2	1.6	0.5
235352_at	131.8	163.0	185.1	150.6
235353_at	23.1	27.4	12.4	9.2
235354_s_at	32.5	16.8	5.4	13.7
235355_at	3.4	0.3	0.3	2.3
235356_at	20.3	11.9	17.8	19.1
235357_at	10.4	4.9	4.8	3.2
235358_at	23.2	4.5	5.7	5.6
235359_at	152.0	157.4	126.7	148.3
235360_at	34.6	46.7	34.9	44.8
235361_at	14.4	20.8	18.5	12.6
235362_at	2.8	5.4	2.0	1.8
235363_at	79.9	63.1	65.8	70.2
235364_at	3.1	12.0	13.8	8.6
235365_at	15.0	6.8	17.1	20.0
235366_at	9.9	19.6	15.5	17.0
235367_at	7.0	1.5	7.5	1.9
235368_at	5.4	5.4	11.2	5.9
235369_at	62.9	34.9	47.6	37.6
235370_at	19.9	3.3	11.7	23.1
235371_at	1.0	9.1	7.0	0.9
235372_at	12.2	10.9	7.5	3.9
235373_at	2.9	0.9	0.5	1.0
235374_at	60.2	34.6	55.9	50.9
235375_x_at	5.2	3.2	2.4	1.8
235376_at	11.4	13.5	26.1	12.6
235377_at	11.2	1.0	14.9	10.7
235378_at	28.7	21.6	46.7	46.8
235379_at	4.5	1.5	1.3	4.3
235380_at	2.7	8.2	15.3	12.4
235381_at	142.8	168.4	166.1	178.7
235382_at	0.3	1.0	6.1	4.2
235383_at	4.1	4.4	4.6	2.3
235384_at	343.3	367.8	582.4	506.7
235385_at	0.4	6.1	2.9	0.6
235386_at	9.5	14.4	9.6	17.2
235387_at	93.5	100.5	135.7	126.9
235388_at	50.1	19.5	30.7	93.5
235389_at	74.9	76.2	40.5	34.1
235390_at	204.5	170.2	183.8	215.5
235391_at	11.1	8.6	90.7	109.7
235392_at	13.3	16.7	2.7	10.9
235393_at	17.4	21.8	14.4	16.5
235394_at	48.9	39.9	49.0	36.5
235395_at	6.2	10.6	21.1	12.1
235396_at	152.0	138.0	81.7	76.1
235397_at	3.2	1.5	1.9	4.9
235398_at	27.7	12.3	16.7	13.5
